BAND_NUMBER,SPECIES,BANDING_MONTH,BANDING_DAY,BANDING_YEAR,AGE,SEX,BANDER_LOCATION_ID,CAPTURE_TIME,NET_NEST_CAVITY_NUMBER,WING_CHORD,BIRD_WEIGHT,FAT_SCORE,SKULL
298115228,SOSP,8,3,2021,HY,U,PEBA,7:40,14,61,22.1,1,
298115229,SOSP,8,3,2021,HY,U,PEBA,8:20,15,63,17.9,1,
298115230,SOSP,8,5,2021,HY,U,PEBA,6:25,10,67,21.2,0,
298115231,PSWS,8,7,2021,HY,U,PEBA,6:25,7,70,24.2,0,
298115232,PSWS,8,7,2021,HY,U,PEBA,9:05,8,72,24.8,0,
298115233,WETA,8,7,2021,SY,M,PEBA,9:05,2,92,32,3,
298115234,SWTH,8,7,2021,HY,U,PEBA,9:20,15,96,30.6,0,
298115235,SWTH,8,8,2021,HY,U,PEBA,5:50,14,90,30.8,0,2
298115236,SWTH,8,8,2021,HY,U,PEBA,6:10,9,93,30.4,0,2
298115237,SWTH,8,8,2021,HY,U,PEBA,6:10,15,96,31.9,0,2
298115238,PSWS,8,8,2021,HY,U,PEBA,6:10,14,72,24.5,0,1
298115239,SOSP,8,8,2021,HY,U,PEBA,6:30,10,62,22.7,0,2
298115240,PSWS,8,9,2021,HY,U,PEBA,6:10,14,71,25,0,
298115241,PSWS,8,9,2021,HY,U,PEBA,6:10,14,70,22.9,0,
298115242,PSWS,8,9,2021,HY,U,PEBA,7:10,7,68,25,1,
298115243,SOSP,8,9,2021,HY,U,PEBA,7:30,14,65,21.3,0,
298115244,SWTH,8,9,2021,HY,U,PEBA,8:10,15,96,31.3,0,3
298115245,SWTH,8,9,2021,HY,U,PEBA,9:50,6,97,32.7,0,
298115246,SWTH,8,10,2021,HY,U,PEBA,6:30,15,98,30,0,
298115247,SWTH,8,10,2021,HY,U,PEBA,8:50,6,92,29.2,1,2
298115248,SWTH,8,11,2021,HY,U,PEBA,5:55,1,94,32.6,1,
298115249,WETA,8,11,2021,HY,M,PEBA,7:15,3,89,29.1,0,
298115250,SOSP,8,11,2021,HY,U,PEBA,7:15,12,62,20.4,0,
298115251,PSWS,8,11,2021,HY,U,PEBA,7:35,7,68,23.5,0,
298115252,PSWS,8,11,2021,HY,U,PEBA,7:35,8,70,26.3,0,
298115253,PSWS,8,11,2021,AHY,U,PEBA,10:15,5,70,26.2,0,
298115254,PSWS,8,12,2021,HY,U,PEBA,6:35,8,66,23.8,0,
298115255,SOSP,8,12,2021,HY,U,PEBA,6:55,9,63,20.2,0,
298115258,SOSP,8,12,2021,HY,U,PEBA,8:35,14,65,23.5,0,
298115259,PSWS,8,12,2021,HY,U,PEBA,8:55,8,70,21.8,0,
298115260,SOSP,8,13,2021,HY,U,PEBA,6:15,6,66,23.9,1,2
298115261,PSWS,8,13,2021,AHY,U,PEBA,6:15,14,69,24.9,0,
298115262,PSWS,8,13,2021,HY,U,PEBA,6:35,8,72,25,0,
298115263,SOSP,8,13,2021,HY,U,PEBA,7:55,3,62,23.3,0,
298115264,PSWS,8,13,2021,HY,U,PEBA,8:35,8,68,23.1,0,
298115265,SOSP,8,13,2021,HY,U,PEBA,10:15,14,66,23.6,2,
298115266,PSWS,8,14,2021,AHY,M,PEBA,6:15,8,73,25.9,0,
298115267,PSWS,8,14,2021,HY,U,PEBA,6:15,7,67,22.1,0,
298115268,SWTH,8,14,2021,AHY,U,PEBA,7:35,12,,33.3,0,
298115269,PSWS,8,14,2021,HY,U,PEBA,8:15,8,71,26.1,0,
298115270,SWTH,8,14,2021,HY,U,PEBA,8:55,6,97,28,0,2
298115271,SOSP,8,15,2021,HY,U,PEBA,10:40,6,65,23.5,0,2
298115272,SWTH,8,17,2021,HY,U,PEBA,6:00,14,91,30.7,0,
298115273,SOSP,8,17,2021,HY,U,PEBA,7:00,14,,21.3,1,
298115274,SWTH,8,17,2021,HY,U,PEBA,8:40,15,93,32,0,
298115275,PSWS,8,18,2021,HY,U,PEBA,6:00,14,70,22.7,0,
298115276,SWTH,8,18,2021,HY,U,PEBA,7:00,11,97,30.3,0,
298115277,SOSP,8,18,2021,HY,U,PEBA,7:20,5,66,26,0,
298115278,SWTH,8,18,2021,HY,U,PEBA,9:00,11,94,32.3,5,
298115279,SWTH,8,18,2021,HY,U,PEBA,9:20,11,91,29.6,0,
298115280,SWTH,8,18,2021,HY,U,PEBA,10:20,10,96,33,0,
298115281,SWTH,8,19,2021,HY,U,PEBA,5:45,10,90,27.6,0,2
298115282,SWTH,8,19,2021,HY,U,PEBA,6:05,12,91,30.6,0,
298115284,PSWS,8,19,2021,HY,U,PEBA,9:05,8,65,21.6,0,
298115285,PSWS,8,19,2021,HY,U,PEBA,9:05,8,70,24.7,0,
298115287,WETA,8,19,2021,HY,M,PEBA,10:25,2,92,33.2,3,
298115288,PSWS,8,19,2021,AHY,U,PEBA,10:55,15,,24.5,0,
298115289,SWTH,8,20,2021,HY,U,PEBA,6:05,5,93,29.3,0,
298115290,PSWS,8,20,2021,HY,U,PEBA,6:25,14,68,23.5,0,
298115291,CEDW,8,20,2021,ASY,F,PEBA,6:45,2,92,33.8,1,
298115292,SWTH,8,20,2021,HY,U,PEBA,8:25,11,93,30.2,2,
298115293,WETA,8,20,2021,HY,F,PEBA,10:05,3,92,29.5,1,
298115294,SWTH,8,21,2021,HY,U,PEBA,6:05,11,96,28,0,
298115295,SWTH,8,21,2021,HY,U,PEBA,6:05,11,95,29.7,0,1
298115296,WETA,8,21,2021,HY,M,PEBA,6:25,3,94,31.9,2,
298115297,PSWS,8,21,2021,HY,U,PEBA,6:25,8,71,24,1,
298115298,PSWS,8,21,2021,HY,U,PEBA,6:25,15,67,22.9,0,
298115299,SWTH,8,21,2021,HY,U,PEBA,6:45,10,94,33.3,0,
298123701,PSWS,8,21,2021,HY,U,PEBA,6:45,8,69,22.4,0,
298123702,WETA,8,21,2021,HY,M,PEBA,6:45,8,94,31.6,3,
298123703,SWTH,8,21,2021,HY,U,PEBA,7:25,8,93,28.5,0,2
298123704,CEDW,8,21,2021,AHY,F,PEBA,7:45,8,94,32.1,0,
298123705,SWTH,8,21,2021,HY,U,PEBA,7:45,8,96,28.6,0,
298123706,SWTH,8,21,2021,HY,U,PEBA,8:25,4,93,31.4,1,
298123707,SWTH,8,21,2021,HY,U,PEBA,10:25,15,94,28.3,0,
298123708,WETA,8,21,2021,HY,M,PEBA,10:45,2,95,30,2,
298123709,SWTH,8,22,2021,HY,U,PEBA,6:10,15,92,30,0,2
298123710,WETA,8,22,2021,HY,M,PEBA,7:50,3,91,29.5,0,2
298123711,PSWS,8,22,2021,HY,U,PEBA,7:50,3,69,24.2,0,
298123712,SWTH,8,22,2021,HY,U,PEBA,8:10,8,90,31.2,0,2
298123713,SWTH,8,22,2021,HY,U,PEBA,9:10,10,90,30.3,0,2
298123714,PSWS,8,22,2021,HY,U,PEBA,9:10,8,68,21.9,1,
299115801,FOSP,9,12,2021,HY,U,PEBA,7:55,11,79,40.3,3,3
299115802,FOSP,9,12,2021,HY,U,PEBA,7:55,9,80,34.9,1,3
299115803,FOSP,9,12,2021,AHY,U,PEBA,8:15,12,79,33.1,1,6
299115804,FOSP,9,12,2021,HY,U,PEBA,8:15,12,81,32.7,0,3
299115805,SPTO,9,12,2021,HY,F,PEBA,8:15,7,79,39.6,0,
299115807,SPTO,9,12,2021,HY,M,PEBA,8:15,7,82,42.6,0,
299115808,FOSP,9,12,2021,AHY,U,PEBA,8:35,10,76,30.7,2,6
299115809,FOSP,9,12,2021,HY,U,PEBA,8:55,8,80,33.4,2,3
299115810,FOSP,9,12,2021,HY,U,PEBA,9:15,3,78,35.6,3,3
299115811,FOSP,9,12,2021,HY,U,PEBA,9:15,3,76,33.1,2,3
299115812,FOSP,9,12,2021,HY,U,PEBA,9:15,3,84,33.3,1,4
299115813,FOSP,9,12,2021,AHY,U,PEBA,9:35,5,84,36.5,3,6
299115814,SPTO,9,12,2021,HY,F,PEBA,9:35,6,82,40.6,0,
299115815,FOSP,9,12,2021,HY,U,PEBA,9:35,7,76,31.9,2,3
299115816,FOSP,9,12,2021,AHY,U,PEBA,10:15,12,82,36.6,2,6
299115817,FOSP,9,12,2021,HY,U,PEBA,10:15,5,83,35.7,1,3
299115818,FOSP,9,12,2021,HY,U,PEBA,10:15,12,75,31.1,2,3
299115820,FOSP,9,12,2021,AHY,U,PEBA,12:15,11,82,37.3,2,6
299115821,FOSP,9,13,2021,HY,U,PEBA,6:40,9,80,33,1,3
299115822,FOSP,9,13,2021,HY,U,PEBA,6:40,15,81,34.1,0,2
299115823,FOSP,9,13,2021,HY,U,PEBA,7:40,1,74,29,1,3
299115824,FOSP,9,13,2021,AHY,U,PEBA,8:00,14,77,29.8,0,6
299115825,FOSP,9,13,2021,HY,U,PEBA,8:40,8,78,32.6,1,3
299115826,SPTO,9,13,2021,HY,F,PEBA,9:00,5,79,38.9,0,
299115827,SPTO,9,13,2021,HY,F,PEBA,9:00,5,79,42.5,0,
299115828,FOSP,9,13,2021,AHY,U,PEBA,9:20,2,80,37.3,2,6
299115829,SPTO,9,13,2021,HY,F,PEBA,9:40,3,80,40.2,1,
299115830,FOSP,9,13,2021,HY,U,PEBA,10:00,10,78,34.3,0,4
299115831,FOSP,9,13,2021,HY,U,PEBA,10:40,7,80,35.9,0,3
299115832,FOSP,9,13,2021,HY,U,PEBA,11:00,12,78,29.9,0,3
299115833,FOSP,9,13,2021,HY,U,PEBA,11:40,5,76,34.8,0,4
299115834,FOSP,9,14,2021,HY,U,PEBA,7:00,11,78,31.3,0,3
299115835,FOSP,9,14,2021,HY,U,PEBA,9:00,7,80,32.2,0,3
299115837,FOSP,9,15,2021,HY,U,PEBA,7:20,9,78,31.1,0,
299115838,FOSP,9,15,2021,HY,U,PEBA,7:20,8,78,31,0,3
299115839,FOSP,9,15,2021,AHY,U,PEBA,7:20,4,82,37.7,0,6
299115840,FOSP,9,15,2021,HY,U,PEBA,7:40,6,79,37.4,0,2
299115841,FOSP,9,15,2021,HY,U,PEBA,8:20,3,80,33.5,0,
299115842,SPTO,9,15,2021,HY,F,PEBA,8:40,5,83,41.9,0,
299115843,FOSP,9,15,2021,HY,U,PEBA,9:00,8,82,34.9,0,
299115844,FOSP,9,15,2021,HY,U,PEBA,10:40,8,74,28,1,
299115845,SPTO,9,15,2021,HY,F,PEBA,11:00,5,80,41.1,0,
299115846,FOSP,9,15,2021,HY,U,PEBA,11:00,5,82,35.6,2,
299115847,FOSP,9,16,2021,HY,U,PEBA,6:40,14,78,30.5,0,2
299115849,FOSP,9,16,2021,HY,U,PEBA,6:40,5,81,36,1,
299115850,SPTO,9,16,2021,HY,F,PEBA,7:00,11,81,36.9,0,3
299115851,FOSP,9,16,2021,HY,U,PEBA,7:40,5,78,29.6,0,
299115852,FOSP,9,16,2021,AHY,U,PEBA,7:40,15,81,37.2,3,6
299115853,FOSP,9,16,2021,HY,U,PEBA,8:00,8,81,36.6,1,2
299115854,FOSP,9,16,2021,HY,U,PEBA,8:00,10,75,32.7,0,
299115855,FOSP,9,16,2021,HY,U,PEBA,8:00,7,80,34,2,
299115856,FOSP,9,16,2021,AHY,U,PEBA,8:40,14,79,33.7,1,6
299115857,SPTO,9,16,2021,HY,F,PEBA,9:20,7,78,41.3,0,
299115858,FOSP,9,16,2021,HY,U,PEBA,9:20,6,79,33.5,1,2
299115859,FOSP,9,16,2021,HY,U,PEBA,9:40,9,83,34.8,0,
299115860,FOSP,9,16,2021,AHY,U,PEBA,10:20,3,75,32.6,0,6
299115861,RBSA,9,16,2021,HY,U,PEBA,11:00,5,131,71.9,0,
299115862,SPTO,9,16,2021,HY,F,PEBA,12:20,14,80,42.7,0,
299115863,FOSP,9,18,2021,HY,U,PEBA,7:25,7,80,34.4,0,2
299115864,FOSP,9,18,2021,HY,U,PEBA,7:45,8,81,32.4,0,
299115865,FOSP,9,18,2021,HY,U,PEBA,8:05,10,78,29.8,1,
299115866,FOSP,9,18,2021,HY,U,PEBA,8:45,9,82,37.2,3,
299115867,SPTO,9,18,2021,HY,F,PEBA,8:45,15,79,42.4,0,
299115868,FOSP,9,18,2021,HY,U,PEBA,9:25,6,79,35.2,0,2
299115869,FOSP,9,18,2021,HY,U,PEBA,9:45,3,81,34.4,1,
299115870,SPTO,9,18,2021,HY,U,PEBA,12:05,3,77,41.7,0,
299115871,FOSP,9,19,2021,AHY,U,PEBA,7:15,5,80,30,0,6
299115872,FOSP,9,19,2021,HY,U,PEBA,8:05,6,80,30.5,0,3
299115873,SPTO,9,19,2021,HY,F,PEBA,8:05,6,82,41,0,
299115874,FOSP,9,19,2021,HY,U,PEBA,8:25,15,80,34.3,1,4
299115875,SPTO,9,19,2021,HY,M,PEBA,8:25,8,85,44.8,0,
299115876,FOSP,9,19,2021,HY,U,PEBA,8:25,7,78,33.1,0,4
299115877,FOSP,9,19,2021,HY,U,PEBA,8:45,9,79,35.3,1,4
299115878,FOSP,9,19,2021,HY,U,PEBA,9:45,9,75,30.7,0,3
299115879,SPTO,9,19,2021,HY,M,PEBA,11:05,5,79,43.3,0,
299115880,FOSP,9,19,2021,HY,U,PEBA,11:25,5,80,34.8,0,3
299115881,FOSP,9,20,2021,HY,U,PEBA,6:50,10,77,30.1,1,
299115882,FOSP,9,20,2021,HY,U,PEBA,6:50,10,76,32.1,1,3
299115883,FOSP,9,20,2021,HY,U,PEBA,6:50,9,83,34.3,0,3
299115884,FOSP,9,20,2021,AHY,U,PEBA,7:10,7,81,32.1,1,6
299115885,FOSP,9,20,2021,HY,U,PEBA,7:10,7,77,31.6,0,3
299115886,FOSP,9,20,2021,HY,U,PEBA,7:10,3,75,29.3,0,3
299115887,FOSP,9,20,2021,HY,U,PEBA,7:30,12,78,32.6,0,
299115889,FOSP,9,20,2021,AHY,U,PEBA,7:30,8,77,36.4,4,6
299115890,SPTO,9,20,2021,HY,M,PEBA,8:10,14,79,39,0,
299115891,FOSP,9,20,2021,HY,U,PEBA,8:30,14,82,34.9,0,3
299115892,FOSP,9,20,2021,HY,U,PEBA,8:30,14,74,31.3,0,3
299115893,SPTO,9,20,2021,AHY,F,PEBA,8:30,5,80,42.8,0,
299115894,SPTO,9,20,2021,HY,F,PEBA,9:30,5,80,39.4,0,
299115895,FOSP,9,20,2021,HY,U,PEBA,10:10,7,80,35.4,0,
299115896,FOSP,9,20,2021,HY,U,PEBA,10:10,7,77,36.7,0,3
296010001,NRWS,8,16,2021,HY,U,PEBA,8:40,15,104,14.4,2,
296010002,CBCH,8,16,2021,HY,U,PEBA,10:40,9,62,9.5,1,
296010003,CBCH,8,16,2021,HY,U,PEBA,10:40,9,60,9.9,0,
296010004,MGWA,8,16,2021,HY,F,PEBA,11:40,8,58,12.4,2,1
296010005,YEWA,8,17,2021,HY,U,PEBA,7:00,14,60,9.1,3,
296010006,CBCH,8,17,2021,HY,U,PEBA,7:00,14,60,9.4,2,1
296010007,BARS,8,18,2021,HY,U,PEBA,8:40,8,112,16.2,0,
296010008,MGWA,8,18,2021,HY,U,PEBA,9:00,14,57,10.2,2,
296010009,AMGO,8,18,2021,SY,F,PEBA,10:00,5,,13.3,1,
296010010,MGWA,8,18,2021,HY,U,PEBA,11:40,9,55,10.1,0,
296010011,NOWA,8,19,2021,HY,U,PEBA,7:25,13,72,14.4,0,
296010012,YEWA,8,19,2021,HY,U,PEBA,11:25,13,61,8.4,3,
296010013,MGWA,8,20,2021,HY,F,PEBA,10:05,2,55,10.5,0,
296010014,MGWA,8,20,2021,HY,F,PEBA,10:05,14,57,10.03,0,
296010015,HOWR,8,21,2021,HY,U,PEBA,7:05,8,50,9.5,0,3
296010016,COYE,8,21,2021,HY,M,PEBA,7:45,8,55,10.1,2,
296010017,WAVI,8,21,2021,HY,U,PEBA,8:05,13,63,11.1,0,
296010018,MGWA,8,21,2021,HY,U,PEBA,9:05,14,58,10.5,0,2
296010019,YEWA,8,21,2021,AHY,F,PEBA,10:05,15,58,9,1,
296010020,YEWA,8,21,2021,HY,F,PEBA,10:25,5,59,8.7,0,
296010021,WAVI,8,21,2021,HY,U,PEBA,10:25,3,66,11.5,0,
296010022,WAVI,8,21,2021,HY,U,PEBA,10:25,3,65,11.9,1,
296010023,CBCH,8,22,2021,HY,U,PEBA,6:30,15,59,9,0,3
296010024,MGWA,8,22,2021,HY,U,PEBA,8:50,8,54,9.8,3,2
296010025,MGWA,8,22,2021,HY,M,PEBA,9:30,14,56,10.8,0,2
296010026,CBCH,8,22,2021,HY,U,PEBA,10:50,7,58,9.2,0,3
296010027,OCWA,8,23,2021,HY,F,PEBA,7:10,8,57,8.9,3,2
296010028,MGWA,8,23,2021,HY,U,PEBA,7:10,7,57,10.9,2,3
296010029,WAVI,8,23,2021,HY,U,PEBA,7:10,9,62,10.2,0,3
296010030,COYE,8,23,2021,HY,U,PEBA,8:50,8,53,10.4,2,
296010031,MGWA,8,23,2021,HY,U,PEBA,8:50,3,55,9.7,1,
296010032,YEWA,8,23,2021,HY,U,PEBA,9:10,6,58,8.7,0,
296010033,HOWR,8,23,2021,HY,U,PEBA,9:30,2,49,8.7,1,2
296010034,OCWA,8,23,2021,AHY,F,PEBA,10:10,15,56,9,3,6
296010035,COYE,8,23,2021,HY,U,PEBA,11:50,12,52,9.5,0,
296010036,YEWA,8,24,2021,HY,F,PEBA,7:10,7,57,8.7,0,
296010037,MGWA,8,24,2021,HY,U,PEBA,7:30,6,58,10.8,0,3
296010038,OCWA,8,24,2021,HY,F,PEBA,7:50,14,55,8.3,0,3
296010039,MGWA,8,24,2021,HY,U,PEBA,8:50,10,54,9.3,0,3
296010040,YEWA,8,24,2021,HY,F,PEBA,11:50,3,60,9.1,1,2
296010041,OCWA,8,25,2021,HY,F,PEBA,6:50,8,55,7.6,0,
296010042,YEWA,8,25,2021,HY,U,PEBA,6:50,7,59,9,0,
296010043,OCWA,8,25,2021,HY,M,PEBA,6:50,8,60,8.9,0,
296010044,OCWA,8,25,2021,HY,M,PEBA,6:50,8,59,9.5,0,
296010045,YEWA,8,25,2021,HY,M,PEBA,6:50,8,62,9.1,0,
296010046,MGWA,8,25,2021,HY,U,PEBA,7:50,10,58,10.9,3,
296010047,HOWR,8,25,2021,HY,U,PEBA,8:30,15,49,10.1,0,5
296010048,MGWA,8,25,2021,HY,M,PEBA,10:10,2,55,10,0,
296010049,COYE,8,25,2021,HY,U,PEBA,10:50,8,53,9.3,0,
296010050,COYE,8,25,2021,HY,U,PEBA,11:30,5,,8.9,0,
296010051,YEWA,8,25,2021,HY,F,PEBA,11:30,15,59,8.8,0,
296010052,OCWA,8,26,2021,AHY,M,PEBA,6:55,8,58,8.8,2,6
296010053,CBCH,8,26,2021,HY,U,PEBA,7:15,7,61,9.9,0,
296010054,AMGO,8,26,2021,HY,F,PEBA,7:15,8,67,12,3,
296010055,AMGO,8,26,2021,HY,F,PEBA,7:15,8,69,12.6,3,
296010056,OCWA,8,26,2021,HY,M,PEBA,9:15,8,60,9.2,4,3
296010057,YEWA,8,26,2021,HY,M,PEBA,9:15,3,62,9.3,0,
296010058,CBCH,8,26,2021,AHY,U,PEBA,10:15,7,60,10.3,1,6
296010059,MGWA,8,27,2021,HY,U,PEBA,6:15,2,56,10.1,1,
296010060,MGWA,8,27,2021,HY,M,PEBA,6:15,14,58,11.2,2,
296010061,WAVI,8,27,2021,HY,U,PEBA,11:35,9,67,11.8,1,
296010062,AMGO,8,28,2021,HY,M,PEBA,6:55,8,72,12.6,2,2
298123715,SWTH,8,22,2021,HY,U,PEBA,9:50,12,97,31.5,1,2
298123716,SWTH,8,22,2021,HY,U,PEBA,10:10,10,94,31.7,0,2
298123717,SOSP,8,22,2021,HY,U,PEBA,10:30,10,63,22.8,0,2
298123718,SWTH,8,22,2021,HY,U,PEBA,10:30,11,96,31.1,1,2
298123719,SWTH,8,23,2021,HY,U,PEBA,6:10,13,99,31,0,
298123720,SOSP,8,23,2021,HY,U,PEBA,6:50,2,63,21.8,0,2
298123721,WETA,8,23,2021,HY,M,PEBA,6:50,3,89,29.5,2,
298123722,SWTH,8,23,2021,HY,U,PEBA,7:10,9,94,27.4,1,2
298123723,WETA,8,23,2021,HY,U,PEBA,8:10,15,95,29.9,1,3
298123724,PSWS,8,23,2021,HY,U,PEBA,9:10,7,68,19.9,1,
298123725,PSWS,8,23,2021,HY,U,PEBA,9:10,7,66,24.2,0,
298123726,SWTH,8,23,2021,HY,U,PEBA,9:10,5,90,29.4,1,
298123727,SWTH,8,23,2021,HY,U,PEBA,10:30,11,96,29.8,0,
298123728,SWTH,8,24,2021,HY,U,PEBA,6:30,7,93,29.5,0,
298123729,SWTH,8,24,2021,HY,U,PEBA,6:30,5,95,33,0,1
298123730,PSWS,8,24,2021,HY,U,PEBA,6:30,15,68,22.3,0,
298123731,PSWS,8,24,2021,AHY,U,PEBA,6:30,14,72,24.5,0,
298123732,PSWS,8,24,2021,AHY,U,PEBA,6:30,14,68,23.2,1,
298123733,PSWS,8,24,2021,AHY,U,PEBA,6:30,14,,24.8,0,
298123734,SWTH,8,24,2021,HY,U,PEBA,6:30,5,92,29.9,1,2
298123735,SWTH,8,24,2021,HY,U,PEBA,7:10,14,98,31.3,0,3
298123736,PSWS,8,24,2021,HY,U,PEBA,7:10,7,70,24.7,1,
298123737,SOSP,8,24,2021,HY,U,PEBA,7:50,10,64,21.7,0,1
298123738,PSWS,8,24,2021,HY,U,PEBA,9:10,8,66,22.6,0,
298123739,SWTH,8,24,2021,HY,U,PEBA,9:50,10,94,29.3,0,
298123740,PSWS,8,24,2021,HY,U,PEBA,9:50,15,71,25.3,0,
298123741,CEDW,8,24,2021,HY,U,PEBA,10:10,3,88,31,1,
298123742,SWTH,8,24,2021,HY,U,PEBA,10:50,15,93,30.1,0,2
298123743,WETA,8,24,2021,HY,F,PEBA,11:50,15,91,29.7,1,
298123745,PSWS,8,25,2021,HY,U,PEBA,6:30,15,66,20.6,0,
298123746,WETA,8,25,2021,HY,M,PEBA,6:30,15,92,32.3,1,
298123747,SWTH,8,25,2021,HY,U,PEBA,6:30,14,95,28.9,0,
298123748,PSWS,8,25,2021,HY,U,PEBA,6:50,8,68,21,0,
298123749,PSWS,8,25,2021,HY,U,PEBA,6:50,8,65,21.7,0,
298123750,PSWS,8,25,2021,HY,U,PEBA,6:50,8,69,21.7,0,
298123751,PSWS,8,25,2021,HY,U,PEBA,7:10,15,66,22.1,0,
298123752,SWTH,8,25,2021,AHY,U,PEBA,7:10,12,94,33.4,1,
298123753,SWTH,8,25,2021,HY,U,PEBA,7:30,10,94,31.6,0,
298123754,SWTH,8,25,2021,HY,U,PEBA,8:50,5,94,,1,
298123755,SWTH,8,25,2021,HY,U,PEBA,9:50,15,97,30.3,0,
298123756,SWTH,8,25,2021,HY,U,PEBA,10:30,9,90,29,0,
298123757,PSWS,8,25,2021,HY,U,PEBA,10:50,8,72,26.5,0,
298123758,PSWS,8,25,2021,HY,U,PEBA,10:50,8,70,22.4,0,
298123759,PSWS,8,25,2021,HY,U,PEBA,10:50,8,72,25.4,0,
298123760,SWTH,8,26,2021,HY,U,PEBA,6:35,11,94,32.2,0,
298123761,SWTH,8,26,2021,HY,U,PEBA,6:35,9,92,30.5,0,1
298123762,SWTH,8,26,2021,HY,U,PEBA,6:35,15,99,31.6,0,1
298123763,SWTH,8,26,2021,HY,U,PEBA,7:15,10,95,29.7,2,
298123764,PSWS,8,26,2021,HY,U,PEBA,7:55,3,70,23,0,
298123765,WETA,8,26,2021,HY,M,PEBA,7:55,3,93,31.9,1,
298123766,WETA,8,26,2021,HY,M,PEBA,9:35,3,91,29.3,1,
298123767,WETA,8,26,2021,HY,F,PEBA,9:35,3,88,34.5,4,
298123768,WETA,8,26,2021,HY,M,PEBA,9:35,3,93,30.9,4,
298123769,SWTH,8,26,2021,HY,U,PEBA,9:35,11,91,30,2,
298123770,SWTH,8,26,2021,HY,U,PEBA,9:35,4,91,30.8,0,2
298123771,SWTH,8,26,2021,HY,U,PEBA,11:15,6,96,31.8,0,2
298123772,WETA,8,26,2021,HY,F,PEBA,11:35,2,89,29.4,0,2
298123773,SWTH,8,27,2021,HY,U,PEBA,6:15,10,93,31.5,2,3
298123774,SWTH,8,27,2021,HY,U,PEBA,6:35,10,91,27.9,0,
298123775,SWTH,8,27,2021,HY,U,PEBA,6:35,1,90,33.3,0,2
298123776,SWTH,8,27,2021,HY,U,PEBA,6:55,10,94,31,0,2
298123777,PSWS,8,27,2021,AHY,U,PEBA,6:55,15,68,23.9,0,
298123778,SWTH,8,27,2021,HY,U,PEBA,7:35,11,99,34.2,1,3
298123779,SWTH,8,27,2021,HY,U,PEBA,7:35,4,94,29.9,0,2
298123780,PSWS,8,27,2021,HY,U,PEBA,7:35,8,70,23.4,0,
298123781,PSWS,8,27,2021,HY,U,PEBA,7:35,8,70,22.4,0,
298123782,SWTH,8,27,2021,HY,U,PEBA,7:55,9,90,30.9,0,
298123783,SWTH,8,27,2021,HY,U,PEBA,7:55,8,92,30.9,0,2
298123784,SWTH,8,27,2021,HY,U,PEBA,11:15,9,98,32.1,0,
298123785,SWTH,8,28,2021,HY,U,PEBA,6:15,10,95,29,1,
298123786,PSWS,8,28,2021,HY,U,PEBA,6:15,3,69,21.7,2,
298123787,PSWS,8,28,2021,HY,U,PEBA,6:15,8,70,22.2,1,
298123788,SWTH,8,28,2021,HY,U,PEBA,6:35,3,95,30.7,0,2
298123789,PSWS,8,28,2021,HY,U,PEBA,6:55,8,71,22.3,0,
298123790,PSWS,8,28,2021,HY,U,PEBA,6:55,7,72,24.6,0,
298123791,PSWS,8,28,2021,HY,U,PEBA,6:55,7,72,23.3,1,
298123792,SWTH,8,28,2021,HY,U,PEBA,7:15,11,90,30.1,0,3
298123793,SWTH,8,28,2021,HY,U,PEBA,7:15,11,95,29.1,0,3
298123794,SWTH,8,28,2021,HY,U,PEBA,7:35,10,97,32.9,0,2
298123795,SWTH,8,28,2021,HY,U,PEBA,7:35,10,94,29.6,0,3
298123796,SWTH,8,28,2021,HY,U,PEBA,7:55,9,94,30.6,0,4
298123797,SWTH,8,28,2021,HY,U,PEBA,7:55,10,91,32.6,0,3
298123798,SWTH,8,28,2021,HY,U,PEBA,8:15,11,97,32.6,0,
298123799,PSWS,8,28,2021,HY,U,PEBA,8:15,8,70,25.3,2,
298123800,PSWS,8,28,2021,HY,U,PEBA,8:15,8,66,23.5,3,
298123801,PSWS,8,28,2021,HY,U,PEBA,8:15,7,70,23,2,
298123803,DOWO,8,28,2021,HY,F,PEBA,8:35,3,93,27.3,0,
298123804,SOSP,8,28,2021,HY,U,PEBA,9:15,2,61,20,0,2
298123805,SOSP,8,28,2021,HY,U,PEBA,9:15,6,70,26.8,0,3
298123806,WETA,8,28,2021,HY,F,PEBA,9:35,3,90,30.2,1,
298123807,WETA,8,28,2021,HY,F,PEBA,9:55,15,91,33.4,3,
298123808,SWTH,8,28,2021,HY,U,PEBA,10:55,8,94,31.9,0,3
298123809,SOSP,8,28,2021,HY,U,PEBA,11:35,12,63,20.6,2,
298123810,PSWS,8,29,2021,HY,U,PEBA,6:20,6,67,22.9,2,
298123811,SWTH,8,29,2021,HY,U,PEBA,6:20,9,92,27.5,0,
298123812,SWTH,8,29,2021,HY,U,PEBA,6:20,10,99,30.9,0,3
298123813,SWTH,8,29,2021,HY,U,PEBA,6:20,14,95,32.3,0,3
298123814,PSWS,8,29,2021,HY,U,PEBA,6:40,8,67,23,2,
298123815,PSWS,8,29,2021,HY,U,PEBA,6:40,8,69,22.2,0,
298123816,PSWS,8,29,2021,HY,U,PEBA,6:40,8,66,23.9,2,
298123818,PSWS,8,29,2021,HY,U,PEBA,7:20,8,68,23.8,0,
298123819,PSWS,8,29,2021,HY,U,PEBA,7:20,7,68,21.8,0,
